[INFO](2023-03-08 10:12:09,946): __init__:27 - Loading odds data...
[ERROR](2023-03-08 10:21:37,831): threes:50 - Error getting player data for Alfred Joel Horford Reynoso. Could not find player in NBA API.
[ERROR](2023-03-08 10:22:14,114): threes:50 - Error getting player data for Caldwell Pope Kentavious. Could not find player in NBA API.
[ERROR](2023-03-08 10:22:50,530): threes:50 - Error getting player data for Christian James McCollum. Could not find player in NBA API.
[ERROR](2023-03-08 10:25:39,551): threes:50 - Error getting player data for Durant Kevin. Could not find player in NBA API.
[ERROR](2023-03-08 10:27:04,145): threes:50 - Error getting player data for Grant Jerami. Could not find player in NBA API.
[ERROR](2023-03-08 10:27:32,334): __init__:87 - Error simulating Jamal Murray against CHI: operands could not be broadcast together with shapes (5,) (6,) 
[ERROR](2023-03-08 10:28:58,728): threes:50 - Error getting player data for Jimmy Butler III. Could not find player in NBA API.
[ERROR](2023-03-08 10:28:58,732): threes:50 - Error getting player data for K. Caldwell-Pope. Could not find player in NBA API.
[ERROR](2023-03-08 10:29:41,565): threes:57 - Not enough samples (25) to run model for Kevin Durant. Skipping.
[ERROR](2023-03-08 10:30:11,038): __init__:87 - Error simulating Luka Doncic against NOP: operands could not be broadcast together with shapes (5,) (6,) 
[ERROR](2023-03-08 10:31:01,432): __init__:87 - Error simulating Michael Porter against CHI: shapes (3,) and (4,11) not aligned: 3 (dim 0) != 4 (dim 0)
[ERROR](2023-03-08 10:31:12,388): __init__:87 - Error simulating Michael Porter Jr. against CHI: shapes (3,) and (4,14) not aligned: 3 (dim 0) != 4 (dim 0)
[ERROR](2023-03-08 10:31:12,401): threes:50 - Error getting player data for Murray Dejounte. Could not find player in NBA API.
[ERROR](2023-03-08 10:31:47,827): threes:50 - Error getting player data for OG Anunoby. Could not find player in NBA API.
[ERROR](2023-03-08 10:31:47,830): threes:50 - Error getting player data for OG Anunoby Jr.. Could not find player in NBA API.
[ERROR](2023-03-08 10:31:47,834): threes:50 - Error getting player data for Og Anunoby. Could not find player in NBA API.
[ERROR](2023-03-08 10:32:08,778): threes:57 - Not enough samples (25) to run model for Patrick Beverley. Skipping.
[ERROR](2023-03-08 10:32:21,448): __init__:87 - Error simulating Paul George against TOR: operands could not be broadcast together with shapes (5,) (6,) 
[ERROR](2023-03-08 10:32:22,836): threes:57 - Not enough samples (25) to run model for Russell Westbrook. Skipping.
[ERROR](2023-03-08 10:33:33,903): threes:50 - Error getting player data for Westbrook Russell. Could not find player in NBA API.
